participant,session,method,project,path,summary,Accuracy,Completeness,Conciseness,Clarity
11,2,4,openaudible,openaudible>desktop>swt>manager>menu>CommandCenter.java> reallyQuit [line 260],"This method creates a notice to make sure the user is ABSOLUTELY CERTAIN they want to quite the program  This method displays a MessageBox that states the number of tests still running and then asks the user to confirm if they are sure, ""Do you really want to quit/exit?""  This method is useful in case a user pressed the quit button without thinking too hard, or accidentally pressed it, and makes sure progress then not lost unnecessarily.",5,5,4,4
7,5,5,openaudible,openaudible>desktop>swt>manager>menu>CommandCenter.java> reallyQuit [line 260],"This method is used to prompt a message to confirm exiting the application. It first checks if there is a test running in the background to show the message. When the user wants to exit the application, this method performs a check to verify the action in case a test is running in the background.",5,5,5,5
10,3,5,openaudible,openaudible>desktop>swt>manager>menu>CommandCenter.java> reallyQuit [line 260],This method returns a boolean if the user really wants to quit the application.  This method first checks if there is any test in progress and asks for the confirmation if they really want to quit during the tests; based on the response if returns a boolean value.  This method can be used to exit the application totally.,4,3,5,5
8,4,4,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"Set the length of the buffer based on the max size. If the current length of the buffer is null, a new instance of DebugBuffer will be creates, else, the buffer overcome the max size the buffer will be deleted and restore it. Useful to clear the debug buffer when it is overcome.",5,4,5,4
5,3,7,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],The method accepts more messages to print in debug information.  The method firstly maintains a valid status of the current debug information and then add the new message to the debug.  The method is useful when new debug messages come and should be added to the valid debug information.,5,4,5,5
7,5,2,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],The purpose of the method is to add a string the a debug instance. It first checks for an existing debug string and then adds the new string to the debug string. This method is used by several error handler to add debug strings.,5,3,5,5
6,2,3,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"This method accepts a string and appends it to a Stringbuffer.  Inside the method, it checks whether the string passed in is null and or empty bytes, if it then a maximum amount + 500 bytes are allocated to the string and then appended to the Stringbuffer. If it isn't null then it is simply appended to the Stringbuffer as is.  This section would be useful for processing text arguments in something like a search field to be able to parse out the key words that should be searched for.",5,4,4,5
11,2,5,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"This method adds some string, perhaps a message used for debugging, to a DebugBuffer  This method clears the buffer if it is filled up, adds a separating character, then adds the incoming message to the buffer.  This method is useful to help manage an incoming log of messages for debugging, as it will manage the size of the buffer and not let it get too much bigger than the max size",5,5,5,5
10,3,4,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"This method appends the input string with the debugBuffer string.  This method synchronizes it, then check if the debugBuffer string is null or not, if it is null, it creates a new one; otherwise, it adds a separator, it also deletes if there are more elements in the debugBuffer and finally, it adds the input string in the debugBuffer string.  This method is used to add information in the debugger.",4,5,5,5
4,3,3,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"This method can be used to add new strings to the buffer. This method checks the buffer first and if it is null it creates a buffer with a max size of 500, then it removes previous strings if current length is larger than maximum, and last it appends the given string. This method can be used in many cases, for instance it can used to debug whether strings are synced, or it can be used to check the contents or remove contents from a buffer.",5,5,5,5
3,4,8,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"This method helps to create helpful strings for debugging.  The method takes in a String s, then creates a new StringBuffer if one doesn't exist, appends the string ""sep"" to it, and then appends the string s if there is enough room in the stringbuffer, and if the string buffer is at the maximum length then it replaces the existing content with ""..."" before appending string s.  This method assists in debugging by creating helpful error messages that aren't too long.",5,5,4,5
12,2,6,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"This method maintains the debug information within given length while updating the debug information.  It creates a new string buffer for debug if the debug is null, otherwise it appends a separator to the debug, and once the length of debug exceed the max length then it clears the existing content in debug and to append new information into it.  This method is useful if you want to maintain a debug log within fixed length while updating its information.",5,5,5,5
9,2,7,openaudible,openaudible>util>DebugBuffer.java> accept [line 35],"When a DebugBuffer is created, it has a max size, a seperator that is stored as a String in the object and a String buffer that contains the debug content. The method first checks if the debug StringBuffer is null, and if it is, adds max plus 500 character spaces for it. If the StringBuffer is not null, it adds a seperator to the end of the StringBuffer. It then checks if the length is greater than the max size, and if it is, it deletes the data from 0 to max. After this reformatting of the StringBuffer, it adds the String s to the end of the StringBuffer. This method is used by the project for keeping track of debug messages.",5,5,3,5
8,4,2,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],Splits the arguments within a url and push the name and value in a hashmap. Based on specific characters the function decomposes the string and arrange the result in a hashMap with a name and value. Useful to extract the metadada from a URl using specific chars as &.,5,5,5,5
5,3,8,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],The method collects are arguments from a sent url link.  It creates a mapping object to include all arguments inside the input url link in the key-value pairs.  The method is useful when tracking the arguments from a link to keep a valid user session.,5,3,5,5
7,5,6,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"The purpose of the method is to parse a url. The method splits an url and parses them into a hashmap by checking ""?"", ""&"", and ""="" in the url. Whenever a user wants to download a book, this method is used to check and parse the download url.",5,5,5,5
6,2,6,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"The purpose of this method is to receive a URL as a string and parse out the arguments and return this as a hashmap of key value pairs.  The inner method utilizes a try catch block to ensure it is a valid URL format and if this passes, then the correct arguments are parsed out and added to the map. If the URL is an improper format the runtime error is caught and a proper error message is displayed and the empty map is returned.  This method is useful for deriving the arguments from the URL that is obtained from the specific API route that is interacted with. It will also handle broken links.",4,5,2,4
4,3,7,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"This method can be used to obtain the attributes of an URL. To be specific, if the URL does not contain ""?"", the method returns the URL in a hashmap format; if the URL contains question mark, it checks the number of elements in URL splitting by ""&"", and returns hashmap if there are 2 elements, throws error otherwise. This method can be used to parse the download URLs and only download contents if a URL is valid.",5,5,4,4
9,2,2,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"This method extracts the arguments of a url that has been passed to the method and returns the arguments as a HashMap. The method first checks if the String url that it has been passed contains a ""?"" to ensure that the url being parsed does indeed contain arguments, the function then iterates through the string, splitting the string when it finds ""&"" characters in the string until it has completed the parsing. The function is wrapped in try catch methods for error handling. This method is used by the project when the library is parsing the download url for a book.",5,5,4,5
12,2,5,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"This method get the content after ""?"" and parse the argument values.  It extract the content after ""?"" in the url, split it by ""&"" and store the keyword-value pairs in the hashmap, and if there are more then two elements in a keyword-value pair or the parse of user has something wrong then it returns the errors.  This method is useful if you want to parse the arguments from a given URL.",5,5,5,5
3,4,4,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"This method gets arguments from a URL string.  This method takes in a String URL and parses the string for ?, &, and = characters to extract the URL parameters.  This method is called by parseDownloadURL in LibraryParser.java to extract out the parameters from a URL specifying a book to be downloaded by a user so that those parameters can be passed into the findByName method to search for the book.",5,4,4,3
11,2,7,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"This method is used to parse information from a given url  This method assumes the url contains key value assignments of the form ""k=v&k=v&...&k=v"" which occur after a '?', and so a hash table is created which assigns the string ""v"" to the key ""k"", for every assignment in the url  This method allows the program to reliably extract information from urls, and handle errors accordingly",5,5,5,4
10,3,6,openaudible,openaudible>util>Util.java> urlGetArgs [line 125],"This method maps the arguments passed by an URL.  This method checks whether there is any argument or not; if there is any, it splits them and put them in a hashmap by checking if they are following the right format, and finally returns them.  This method is useful during parsing a download URL.",5,5,5,5
5,1,7,scrimage,scrimage>AwtImage.java> points [line 174],The method creates a list to store all the pixel points in a rectangle area.  It creates an empty list and create a Point object for each element in the list.  The method is useful to track all pixels as objects when an image is input.,4,4,5,5
10,1,5,scrimage,scrimage>AwtImage.java> points [line 174],"The method creates an array of Point object.  This method first declares an array of Point object with the size of width times height, traverse every point from 0 to width and 0 to height, and creates a new Point object and store in the array to return it from the method.  The method can help to create an array of Point object to modify them individually for different purpose.",4,5,5,5
7,1,8,scrimage,scrimage>AwtImage.java> points [line 174],The method returns an array of points for the height and width of an image. It iterates to the height and width of the AWT image and appends them points to an array. This method is called whenever another method needs access to the points of an image,5,5,5,5
6,1,2,scrimage,scrimage>AwtImage.java> points [line 174],This is a public method as a part of the the AWTIMages class that returns an array of Points.  This method relies on the class member variables width and height and performs a nested loop where inside the inner loop a new point object is created with the current x and y indexes that are the inner and outer loop control variables. This Point object is stored starting at loop index zero and then that variable is incremented each inner loop iteration.  This method creates a 2D matrix that is the size of the image parameters that are received from the buffered image class and can be used to obtain RGB knowledge of the image in question and can serve as a reference for further image transformation or operations.,5,5,3,4
9,1,6,scrimage,scrimage>AwtImage.java> points [line 174],"This method creates a 2-d array of points that is the same size as the height and width of the image that the AwtImage class is using. Specifically, the method creates a new, empty 2-d array called points and using two for loops, one of the x and one for the y coordinates, it populates the 2-d array with new Points. It is not clear how this method is used by the project",2,5,3,3
4,1,4,scrimage,scrimage>AwtImage.java> points [line 174],"This method creates a new list of points. This method first creates a list whose length is a given width multiply by a given height, then the element in the list if the position of the points (x, y). This method can be used in many cases, mostly it can be used to either set or modify the value of a color pixel.",5,5,4,4
3,1,8,scrimage,scrimage>AwtImage.java> points [line 174],"This method creates an array of all the possible (x,y) coordinates in an image.  This method uses the specified width and height of an image to create a two-dimensional array of Point objects (each Point object represents a coordinate in (x,y) space) for all of the (x,y) points in the iamge.  This method is used in both AwtImage.java and MutableImage.java to enable the program to iterate over all of the (x,y) coordinates in an image for various purposes, including returning a 2D array of all of the rgb values in an image.",3,5,3,5
12,1,8,scrimage,scrimage>AwtImage.java> points [line 174],This method is to create a set of points in the given width and height.  It uses two loops to create points in the amount of width * height and store them in the points array.  This method is useful when you want to create an raster image since you first create each pixel through these points.,5,4,5,5
5,1,1,scrimage,scrimage>canvas>Canvas.java> draw [line 46],"The method draws on a given image based on input actions.  It creates a copy of the given image and iterates each drawing action that is applied to the copy, and finally return the result copy.  This method is useful when some additional drawing actions are needed for the given image without directly manipulating the image.",4,4,5,5
7,1,1,scrimage,scrimage>canvas>Canvas.java> draw [line 46],The method is responsible for creating a canvas of 2D objects from a collection and apply it over an existing image. The method iterates through each drawable object in the collection and creates objects of RichGraphics2D. This function is needed to draw 2D objects over an existing image.,5,4,5,5
8,1,1,scrimage,scrimage>canvas>Canvas.java> draw [line 46],The method takes copy of the images from a vector to start the decomposition of each element and transform in a object of type RichGraphics to be able to draw. This will only happened if the vector is not empty and the casting can be performed for the object of type Graphics2D. This method will be useful when it would be necessary convert an specific type of object to another and draw the specific images to transform.,4,3,3,4
9,1,1,scrimage,scrimage>canvas>Canvas.java> draw [line 46],"The purpose of this method is to draw a rich 2-d image from an immuatable image. For every pixel in the immutable image, the draw method generates a rich 2-d image. The method then returns a new canvas with the class's target image.",2,1,4,5
3,1,1,scrimage,scrimage>canvas>Canvas.java> draw [line 46],"This method does the work of displaying (or drawing) the image in the context where it is meant to appear with any transformations it is meant to have.  The method takes in a collection of Drawables, which are different types of shapes or elements that can occur in an image. For each Drawable, the method takes all of the components of the image and converts them to RichGraphics (which I assume make the image ""richer"" looking in some sense) and draws the components using the corresponding Drawable's draw method which provides the (x,y) points for where the shape should be drawn. . This method is needed because this project is a library for manipulating images and once the images are manipulated they need to be displayed--this method displays the final images.",5,5,3,5
4,1,1,scrimage,scrimage>canvas>Canvas.java> draw [line 46],"This method draws an existing image on a canvas/screen. This method first makes a copy of the image that it wants to d4raw, and then assign it to a new 2D graph object and draw it an canvas, and last it dispose the copy of this image. This method can be used to either draw a 2D image on a new canvas, or to draw a 2D image in place (on current canvas)",5,4,4,5
12,1,1,scrimage,scrimage>canvas>Canvas.java> draw [line 46],"This method duplicates an image by redraws it.  It first copies an image as the target, then creates a rich2d graph, configures it and finally draw on the graph based on the target image.  This method is useful when you want to draw an image in the canvas.",5,3,5,5
6,1,1,scrimage,scrimage>canvas>Canvas.java> draw [line 46],"This method receives a collection of Drawable objects and returns a new canvas object  A new graphics 2d object is created and we loop through the drawable objects that is passed in to the method and these are appended to the target variable. Once the loop is completed, the method return a new canvas object with the target variable passed in as an argument.  This method is used to assemble a collection of drawables into a single rich Canvas image and can be used for layering or combining different images into one.",5,4,3,5
10,1,1,scrimage,scrimage>canvas>Canvas.java> draw [line 46],"This method takes a collection of Drawables objects and draws them on the target image.  This method makes a copy of the target image, creates a Graphics2D object, iterates over every Drawables object to configure them into RichGraphics2D and finally, it returns a Canvas object after disposing the Graphics2D object.  This method can be useful to extend the canvas with a collection of Drawables objects from the old canvas.",5,5,5,5
5,1,8,scrimage,scrimage>filter>PipelineFilter.java> apply [line 19],The method applies a set of predefined filters to process the input image.  It ensures the image is in correct formats and then create a copy of the image to apply each defined filter on it.  The method is useful when some values of a given image needs to be filtered before the usage.,4,4,5,5
3,1,2,scrimage,scrimage>filter>PipelineFilter.java> apply [line 19],"This method applies filters to an image.  If the image type is ARGB or RGB then the original image is used, otherwise a copy of the image using the ARGB color components is made for the use of having filters applied. Then, all of the filters in the collection of filters are applied.  This method is needed to apply filters to images, which is necessary for the project because filtering is one of the image operations provided by this library.",5,5,5,5
7,1,7,scrimage,scrimage>filter>PipelineFilter.java> apply [line 19],This method applies one or more filters to an image. The method first make a copy of the image depending on the type of the file then iterates through the collection of filters and applies them using the apply method. This method is used by the PipelineFilter class to apply a set of filter to an image.,5,4,5,4
4,1,8,scrimage,scrimage>filter>PipelineFilter.java> apply [line 19],"This method basically checks the type of an given image and then make a copy. This method checks the type of an given image first: if its type is either RBG or ARBG, return a copy of the image; otherwise, convert this image into ARBG and returns the copy of ARGB image. This method can be used in an image filter to make sure all the images are in the desired type.",3,5,5,5
12,1,7,scrimage,scrimage>filter>PipelineFilter.java> apply [line 19],"This method copies an image and apply a filter to it.  It first checks the color channel of the image, then copy it based on the image itself or its buffer image, and finally apply a filter to the image.  This method is useful when you want to try and see the effect of certain filter in an image.",5,4,5,5
6,1,3,scrimage,scrimage>filter>PipelineFilter.java> apply [line 19],"This method is implementing the parent method ""apply"" that is inherited from the interface Filter and will receive a ImmutableImage object as an argument.  Inside the method, a new ImmutableImage object called copy is created and the method checks what is the type of image that is passed in to the method. If the type is AGRB or RGB, our new variable copy is set equal to the ImmutableImage that was passed in to the method. If not, we set copy equal to the image passed in and then apply a filter from the member variable filters to the image.  This class method can be useful for applying different types of filters to an image in a wide range of uses including different Computer Vision tasks or image editing.",3,5,3,4
9,1,5,scrimage,scrimage>filter>PipelineFilter.java> apply [line 19],"This method takes an ImmuatableImage and filters through the image to ensure that it is of type RGB or ARGB. Specifically, it throws an I/O exception if the  method cannot be executed, it then makes a copy of the immuatable image and then checks if it is of type ARGB or RBG; if it is not, it creates a copy of the image that the method was passed in the form ARGB and then it recursively loops through immuatable images in order to filter each one. This method is part of the project's pipeline for filtering images.",5,4,5,5
10,1,3,scrimage,scrimage>filter>PipelineFilter.java> apply [line 19],"This method takes an ImmutableImage object and applies filters on this object after creating a copy of the object.  This method first checks if the input ImmutableImage object is represented as an 8-bit RGB or RGBA color; if it does, it copy the image as it is or converts to represent 8-bit RGBA color and finally applies the filters on the copied object.  This method helps to apply the correct filter one by one on the input image.",5,5,5,5
5,1,2,scrimage,scrimage>ImmutableImage.java> fill [line 320],The method creates a new rectangle drawing area based on the given painter parameters.  It checks if the input painter is a linear shape and then assign the colors from the input painter to the linear lines as well as the following rectangle area.  This method is useful when a rectangle image is needed to be the background layer of the following drawing actions.,4,5,4,5
9,1,2,scrimage,scrimage>ImmutableImage.java> fill [line 320],"The purpose of this method is to insert/fill the color in a immuatable image by taking a Painter object and a blank ImmuatableImage and returning a ""painted"" ImmutableImage The specific functionalities of this method include checking if the ""fill"" of the image is a solid color or a gradient, if it is a gradient, then the method checks if the gradient flows from the x or y axis, and completes the gradient based off of this check. This method is needed in the context of the project to create a new ImmutableImage when you have a painter object",4,4,3,4
3,1,7,scrimage,scrimage>ImmutableImage.java> fill [line 320],This method adds colors in an image.  This method uses a particular type of Painter (each of which draw the colors in a particular way) to fill in the target with a particular color. If the Painter is a LinearGradient painter some special setup is required before painting.  This method is necessary for rendering images with color.,5,4,4,5
10,1,7,scrimage,scrimage>ImmutableImage.java> fill [line 320],"This method creates an ImmutableImage object filled with color of a Painter object.  This method creates a blank ImmutableImage object, checks if it will be filled as a linear gradient and to which way, i.e. height or width, and fills the image with Painter object's color and returns it.  This method can be helpful to transform the background by filling with linear gradient color.",5,5,5,5
4,1,2,scrimage,scrimage>ImmutableImage.java> fill [line 320],This method fills an existing rectangle with colors. This method can specifically choose the color for filling depending on the location of the rectangle. This method can be used to fill a rectangle whose center is aligned with the center of the background.,2,2,5,4
7,1,5,scrimage,scrimage>ImmutableImage.java> fill [line 320],This method fills the background of an image. The method takes an argument painter to determine if the filling pattern is linear gradient and returns the filled image to applied to a canvas. It is used in the MutableImage class to transform an image.,4,4,5,5
12,1,4,scrimage,scrimage>ImmutableImage.java> fill [line 320],This method is to fill a target with color in linear gradient.  It checks whether the color gradient should go with x direction or the y direction.  This method is useful when you want to fill a shape with linear gradient color.,4,2,5,5
6,1,5,scrimage,scrimage>ImmutableImage.java> fill [line 320],"This method receives an abstract object of the interface Painter instantiates it and then returns a new Immutable image object.  The method instantiates the Painter object by making a LinearGradient object and instantiating it with the painter object's details such as the XY coordinates of the object. Once these are obtained, a new rectangular object is drawn in place using the Xmin Xmax, ymin and ymax values and then is returned as a new immutable image object.  This method would be useful for drawing rectangles or other shapes on the canvas.",4,3,3,4
8,1,3,scrimage,scrimage>ImmutableImage.java> fill [line 320],"Verifies if the object is instance of the LinearGradient, and extracts painter metadata to transform and draw in the canvas with the proper format. This transformation  will only happened if the input object is an instance of Painter, if it is not the object be fill directly in the canvas. Method would be useful to fill the canvas in the right format and see the images in the canvas.",3,4,3,4
5,1,3,scrimage,scrimage>metadata>OrientationTools.java> reorient [line 22],The method provides image transformation functions based on the requests from input metadata.  It loads the information from input metadata and then creates the corresponding flip or rotation functions.  This method is useful when additional transformation actions are needed to apply to an image.,5,4,5,5
6,1,4,scrimage,scrimage>metadata>OrientationTools.java> reorient [line 22],"This class method receives an image and an image's metadata and re-orients the image and returns the result of the new image.  A set of orientations is created using the image's metadata, if the result of imageOrientations.stream() is zero, this means there is no orientations to consider and the image is returned with no modifications. If not, then the proper switch case is called to flip the image by either mirroring the result, rotating the image, or some combination of the two.  This method can be used for image manipulation and would be useful for mirroring an image or flipping it along an axis for different orientation needs.",3,5,2,4
4,1,5,scrimage,scrimage>metadata>OrientationTools.java> reorient [line 22],"This method allows one to change the orientation of an image. This method can change the orientation of an image in different ways including: mirror, rotate 180 degrees, rotate 180 degrees and mirror, rotate 90 degrees, rotate 90 degrees and mirror, rotate 270 degrees, rotate 270 degrees and mirror, or to just return the original image. This method can be used to modify/reorient an image while loading the image.",5,5,4,5
3,1,3,scrimage,scrimage>metadata>OrientationTools.java> reorient [line 22],"This method changes the orientation of an image (e.g. rotates and/or mirrors it).  This method takes in an image and its metadata and finds the first image orientation in a potential list of orientations. Depending on what the orientation is, the image can be rotated 90, 180, or 270 degrees, or not at all, and mirrored or not mirrored. The rotation and mirroring are tied together in that, for example, case OneEightyMirrored will both turn the image 180 degrees and mirror it, whereas case OneEighty will only rotate the image 180 degrees.  This method is needed to change the orientation of the image which is one of the image operations provided by this library.",5,5,3,4
12,1,3,scrimage,scrimage>metadata>OrientationTools.java> reorient [line 22],"This method is to change the orientation of a given image.  It checks the first orientation state of an image and use the state to changes its orientation by rotating the image to 0, 90, 180, or 270 degree and/or flip it.  This method is useful when you want to change the orientation of an image.",4,5,5,5
7,1,6,scrimage,scrimage>metadata>OrientationTools.java> reorient [line 22],"This method orients an image when required. Depending on the description from the image metadata, the method can flip or rotate an image. This method is called by the ImmutableImageLoader class when loading an image to reorient if needed.",4,3,5,5
10,1,2,scrimage,scrimage>metadata>OrientationTools.java> reorient [line 22],"This method takes an ImmutableImage object and ImageMetadata object, and orients back the image to the original orientation.  The method takes the list of orientation made on the image with the help the ImageMetadata object, finds out the initial orientation, and uses switch cases to move back to the initial orientation.  This method helps to move to the original orientation while loading or parsing an image.",2,5,3,4
8,1,5,scrimage,scrimage>nio>internal>GifSequenceReader.java> readHeader [line 577],"Reads the header of the GIF to get the specific metadata. If it is not a GIF the code will throw an error. Useful when it is necessary read GIFS, mandatory extract the error and see if it is possible read the first part of the GIF.",5,2,5,4
5,1,4,scrimage,scrimage>nio>internal>GifSequenceReader.java> readHeader [line 577],The method loads the header information of a GIF image to determine its metadata including background color.  The method reads the first 6 character bytes to determine if it is an eligible GIF image and then determine the background color of the image.  The method is useful when an unknown file is input before it is formally utilized.,5,3,5,4
9,1,3,scrimage,scrimage>nio>internal>GifSequenceReader.java> readHeader [line 577],"The purpose of this method is to read the header of the GIF Specific functionalities includes a for loop that reads in the first 6 characters of the id and stores it in the variable ""id""; error checking for if the header does not start with GIF The role that this method plays in the wider project is that it is called whenever a GIF is read by the project.",5,1,4,4
6,1,8,scrimage,scrimage>nio>internal>GifSequenceReader.java> readHeader [line 577],"This method is called when an input stream is detected and checks whether the file header is in a valid GIF format or not.  The stream bytes are collected one by one and if the stream doesn't indicate a GIF file format, the method returns a file format error. Otherwise, the bytes are unpacked and the file is constructed.  This method would be useful for checking whether a file is a GIF or not before attempting to play it.",5,2,4,4
12,1,6,scrimage,scrimage>nio>internal>GifSequenceReader.java> readHeader [line 577],"This method read the header to check if it is a GIF file, then read the GIF file.  It checks the first 6 chars in a file to see if it is a GIF file, if it is, then it read the GIF file and its color table.  This method is useful when you want to ensure you are reading a correct GIF file.",4,2,4,4
7,1,2,scrimage,scrimage>nio>internal>GifSequenceReader.java> readHeader [line 577],This method reads the header of a GIF file. The method verifies the type of the file by checking the first 6 characters and initializes the GCT color table and the BG color. It allows the read() method to verify the file before starting to read the content of the GIF file.,5,3,5,5
4,1,3,scrimage,scrimage>nio>internal>GifSequenceReader.java> readHeader [line 577],"This method reads the header of a list of inputs or the header of a table. This method first check whether the input format is GIF, and quit if it is not GIF; if the input format is GIF, it then gets the GCT flag and returns background color. This method can be used to parse the header of a direct input or a stream of buffered input.",4,3,5,5
10,1,4,scrimage,scrimage>nio>internal>GifSequenceReader.java> readHeader [line 577],"This method reads the header of Gif sequence.  This method first reads 6 characters ID, checks if it starts with ""GIF"" to have the correct format, reads the LSD and color table if their is no error, and get the background color from the color table.  This method is helpful to check if it is dealing with the correct format and gets other necessary header information.",5,4,5,5
3,1,4,scrimage,scrimage>nio>internal>GifSequenceReader.java> readHeader [line 577],"This method reads the image header of a .gif image.  The method first reads the first 6 characters of data, which are the image header. If the header does not start with GIF then the image is not a .gif or has the wrong type of header and an error is thrown. Then, information about the image is read including the width, height, gcdFlag (and some sort of boolean logic is done on the flag, not sure what this is for), gctSize (some sort of bit shifting is done on this, not sure why), bgIndex, and pixelAspect. If there are no errors and the gct flag is true then a table of colors for the gif is read and something called bgColor is set. bgColor is just an int, based on the naming and my understanding of gifs I think it has to do with what the beginning colors of the gif are since gifs are moving images but I'm not totally sure.  This method helps this image operation library handle images of the .gif file format.",5,5,2,4
8,1,4,scrimage,scrimage>scaling>AwtNearestNeighbourScale.java> scale [line 8],"Based on the type of color model, tweaks the scale of color in the BufferedImage. Only will occur if the color model is between the enum list. Would be useful to resize and render the images.",2,2,5,4
5,1,5,scrimage,scrimage>scaling>AwtNearestNeighbourScale.java> scale [line 8],"The method interpolates the given image to the requested width and height.  It firstly creates a buffered image area using the given width and height, and then draw the given image on the area.  The method is useful when an image needs to be rescaled to a specific size.",5,4,5,5
4,1,6,scrimage,scrimage>scaling>AwtNearestNeighbourScale.java> scale [line 8],This method can scale an existing image into a new size. This method specifically scale the image into a new size by interpolating pixels based on the pixel values of the neighbours of a pixel. This method is used to re-scale a buffered image into a target size.,5,4,5,5
7,1,3,scrimage,scrimage>scaling>AwtNearestNeighbourScale.java> scale [line 8],This method is used to scale an image to a desired height and width. It first creates a copy of the input image with the provided height and width information and then uses the nearest neighbour interpolation values to scale the final image. The AwtImage class uses this method to scale an image.,5,5,5,5
6,1,7,scrimage,scrimage>scaling>AwtNearestNeighbourScale.java> scale [line 8],"This method receives an image, width, and height and returns a new image where a nearest neighbor operation is rendered and a new image is drawn to a different scale.  A new image is created with the dimensions of the image that is passed in to the method, the nearest neighbor information is calculated and then rendered at which point, a new image is drawn at the re-calcualted scale.  This method could be useful for rescaling an image to different dimensions.",5,5,3,4
3,1,5,scrimage,scrimage>scaling>AwtNearestNeighbourScale.java> scale [line 8],"This method rescales an image but interpolates what the colors of the pixels should be in the case up upscaling the picture using a nearest neighbors approach (i.e. looking at the colors of the nearest pixels).  This method takes in an image, gets the image's graphic elements, rescales the image to the specified size, using a nearest neighbors approach to determine the colors of added pixels in the case of upscaling.  This method is important because any good image processing package needs the ability to make images bigger or smaller!",5,5,3,5
12,1,2,scrimage,scrimage>scaling>AwtNearestNeighbourScale.java> scale [line 8],"This method scale the image based on the given width and height.  It first creates a buffered image based on the input width and height, then set the rendering method, and finally draw an image.  This method is useful when you want to scale a image into the designated width and height.",5,2,4,5
10,1,6,scrimage,scrimage>scaling>AwtNearestNeighbourScale.java> scale [line 8],"This method sets the rendering hints while scaling with the nearest neighbour scale.  This method creates a new BufferedImage object from the height, width and a BufferedImage object, takes the Graphics2D object, set the rendering hints, scaling the image with the rendering hints, and returns the scaled image.  This method is used to scale the image based on the nearest neighbour scale.",5,5,4,5
9,1,4,scrimage,scrimage>scaling>AwtNearestNeighbourScale.java> scale [line 8],"This method takes an image and scales it to the give height and width. The method creates a new a new BufferImage of the height and width that the method has been passed, with the same ImageType as the BufferImage that the method was passed, then draws the image from coordinates 0,0 to w,h by scaling the image using the nearest neighbor scaling method where the color sample of the nearest neighbors is used to determine the next pixel's color. This method is used in the project when an image needs to be made bigger or smaller",5,5,3,5
5,1,6,scrimage,scrimage>subpixel>LinearSubpixelInterpolator.java> summands [line 59],"The method identifies superpixels based on the given width and height values.  The method firstly creates a matrix to iterate each internal value from the given width and heights, and then store the pixels without zero pair values.  The method is useful when some specific pixels from a given image is required.",4,3,5,5
3,1,6,scrimage,scrimage>subpixel>LinearSubpixelInterpolator.java> summands [line 59],"This method adds a particular weight value to the A, R, G, and B values of every pixel. (What is this weight/what is its purpose? I don't know.)  This method takes in an (x,y) coordinate, corresponds the coordinate with some width and height, and then iterates through the int/weight pairs at every (x,y) coordinate and scales the A, R, G, and B values at that pixel by the specified weight.  This method is used in some notion of a subpixel that tells the pixel what A, R, G, and B value should be in that subpixel--but I'm not sure why a weight is being added. But this is important for rendering pixels of an image so that the colors of the pixel are specified.",5,3,2,4
4,1,7,scrimage,scrimage>subpixel>LinearSubpixelInterpolator.java> summands [line 59],"This method calculates weighted values for each pixel in each channel. This method returns a list of zeroes if the weight is zero, otherwise, it goes through each position/pixel in the list and calculate a weight values for 4 channels (blue, green, red, alpha) This method can be used to calculate the weighted sum of each channel for an image.",3,3,4,4
12,1,5,scrimage,scrimage>subpixel>LinearSubpixelInterpolator.java> summands [line 59],"This method is to get the pixel color by weights.  It check the weights of pixel, if the weight is non-zero, then it returns the color channel of the pixel, otherwise it returns zero.  This method is useful when you want to select part of the pixels from an image.",3,3,5,5
6,1,6,scrimage,scrimage>subpixel>LinearSubpixelInterpolator.java> summands [line 59],"This method receives an x and y values and returns a 2D matrix of doubles that is a smaller section of the much larger combined X and Y Lists of weights.  The method uses the X and Y values that are passed in as starting indices of the Lists xIntsAndWeights and yIntsAndWeights. A new 2D matrix of doubles is created with the size of the x list times the Y list and the weights from both lists are extracted, multiplied by each other and then added as an entry into the new 2d matrix.  This method is could be used for extracting a small feature space within an image which could then be used for a variety of image manipulation.",4,4,2,4
